Date,Open,High,Low,Close
03/31/2009,"795.83","810.48","790.88","797.87"
03/30/2009,"797.29","809.07","779.81","787.53"
03/27/2009,"819.52","828.68","813.43","815.94"
03/26/2009,"822.53","832.98","814.06","832.86"
03/25/2009,"811.83","826.78","791.37","813.88"
03/24/2009,"820.60","823.65","805.48","806.12"
03/23/2009,"789.14","823.37","772.31","822.92"
03/20/2009,"789.40","788.91","766.20","768.54"
03/19/2009,"804.87","803.24","781.82","784.04"
03/18/2009,"772.08","803.04","765.64","794.35"
03/17/2009,"754.84","778.12","749.93","778.12"
03/16/2009,"764.50","774.53","753.37","753.89"
03/13/2009,"755.39","758.29","742.46","756.55"
03/12/2009,"720.62","752.63","714.76","750.74"
03/11/2009,"724.34","731.92","713.85","721.36"
03/10/2009,"691.44","719.60","679.28","719.60"
03/09/2009,"675.13","695.27","672.88","676.53"
03/06/2009,"688.18","699.09","666.79","683.38"
03/05/2009,"697.42","708.27","677.93","682.55"
03/04/2009,"708.76","724.12","698.60","712.87"
03/03/2009,"710.16","711.67","692.30","696.33"
03/02/2009,"719.75","729.57","699.70","700.82"
02/27/2009,"736.03","751.27","734.52","735.09"
02/26/2009,"775.23","779.42","751.75","752.83"
02/25/2009,"767.63","780.12","752.89","764.90"
02/24/2009,"746.51","775.49","744.69","773.14"
02/23/2009,"777.52","777.85","742.37","743.33"
02/20/2009,"768.20","778.69","754.25","770.05"
02/19/2009,"795.19","797.58","777.03","778.94"
02/18/2009,"793.83","796.17","780.43","788.42"
02/17/2009,"803.11","818.61","789.17","789.17"
02/13/2009,"832.90","839.43","825.21","826.84"
02/12/2009,"818.72","835.48","808.06","835.19"
02/11/2009,"833.36","838.22","822.30","833.74"
02/10/2009,"861.98","868.05","822.99","827.16"
02/09/2009,"868.17","875.01","861.65","869.89"
02/06/2009,"847.37","870.75","845.42","868.60"
02/05/2009,"826.10","850.55","819.91","845.85"
02/04/2009,"841.58","851.85","829.18","832.23"
02/03/2009,"830.42","842.60","821.98","838.51"
02/02/2009,"815.11","830.78","812.87","825.44"
01/30/2009,"849.08","851.66","821.67","825.88"
01/29/2009,"859.30","868.89","844.15","845.14"
01/28/2009,"863.81","877.86","845.73","874.09"
01/27/2009,"841.64","850.45","835.40","845.71"
01/26/2009,"834.57","852.53","827.69","836.57"
01/23/2009,"808.80","838.61","806.07","831.95"
01/22/2009,"820.40","839.74","811.29","827.50"
01/21/2009,"818.63","841.72","804.30","840.24"
01/20/2009,"841.91","849.64","804.47","805.22"
01/16/2009,"858.13","858.13","830.66","850.12"
01/15/2009,"840.45","851.59","817.04","843.74"
01/14/2009,"854.05","867.28","836.93","842.62"
01/13/2009,"867.39","877.02","862.02","871.79"
01/12/2009,"888.53","890.40","864.32","870.26"
01/09/2009,"910.92","911.93","888.31","890.35"
01/08/2009,"901.25","910.00","896.81","909.73"
01/07/2009,"917.87","927.45","902.37","906.65"
01/06/2009,"937.33","943.85","927.28","934.70"
01/05/2009,"929.17","936.63","919.53","927.45"
01/02/2009,"904.61","934.73","899.73","931.80"
