Date,Open,High,Low,Close
02/01/1980,"115.12","115.12","115.12","115.12"
01/31/1980,"115.12","114.16","114.16","115.12"
01/30/1980,"115.20","115.20","115.20","115.20"
01/29/1980,"114.07","114.07","114.07","114.07"
01/28/1980,"114.85","114.85","114.85","114.85"
01/25/1980,"113.61","113.61","113.61","113.61"
01/24/1980,"113.70","113.70","113.70","113.70"
01/23/1980,"113.44","113.44","113.44","113.44"
01/22/1980,"111.51","111.51","111.51","111.51"
01/21/1980,"112.10","112.10","112.10","112.10"
01/18/1980,"111.07","111.07","111.07","111.07"
01/17/1980,"110.70","110.70","110.70","110.70"
01/16/1980,"111.05","111.05","111.05","111.05"
01/15/1980,"111.14","111.14","111.14","111.14"
01/14/1980,"110.38","110.38","110.38","110.38"
01/11/1980,"109.92","109.92","109.92","109.92"
01/10/1980,"109.89","109.89","109.89","109.89"
01/09/1980,"109.05","109.05","109.05","109.05"
01/08/1980,"108.95","108.95","108.95","108.95"
01/07/1980,"106.81","106.81","106.81","106.81"
01/04/1980,"106.52","106.52","106.52","106.52"
01/03/1980,"105.22","105.22","105.22","105.22"
01/02/1980,"105.76","105.76","105.76","105.76"
